created_at,package,version,author,license,size,summary
2026-09-26T16:19:41Z,labmcp-palmsens,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,55338,"MCP server for PalmSens potentiostats running MethodSCRIPT (EmStat Pico, EmStat4, Sensit, Nexus): CV, LSV, DPV, chronoamperometry, raw scripts."
2026-09-26T16:20:49Z,labmcp-sartorius,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,32370,"MCP server for Sartorius laboratory balances (SBI protocol): weigh, tare, zero, log drift, internal adjustment."
2026-09-26T16:21:04Z,sendora,0.2.0,,MIT,72216,The Python client for Sendora's email API.
2026-09-26T16:21:47Z,sknm,0.1.1,Henrik Finsberg <henriknf@simula.no>,MIT,569633,The Simplified Kirchhoff Network Model for cell-based cardiac and islet electrophysiology
2026-09-26T16:22:11Z,labmcp-alicat,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,52154,"MCP server for Alicat mass flow and pressure meters/controllers: read flow, set setpoints, select gas, tare, hold/close valves."
2026-09-26T16:23:08Z,labmcp-bench-psu,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,47474,"MCP server for programmable DC bench power supplies (Rigol DP700/DP800/DP900, Siglent SPD3303X/SPD1000X, Aim-TTi CPX/MX/QL/PL-P): set, measure, switch outputs, OVP/OCP."
2026-09-26T16:24:02Z,labmcp-labjack,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,57750,"MCP server for LabJack T4, T7/T7-Pro and T8 DAQ devices (LJM): analog inputs, streaming, thermocouples, DACs and digital I/O with safety limits."
2026-09-26T16:24:58Z,labmcp-ni-daqmx,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,46663,"MCP server for National Instruments DAQ devices (NI-DAQmx): analog/thermocouple acquisition, digital I/O and analog outputs with safety limits."
2026-09-26T16:26:01Z,labmcp-rigol-scope,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,51237,"MCP server for Rigol digital oscilloscopes (DS1000Z/MSO1000Z, DS1000Z-E, MSO5000, DHO800/900/1000/4000): settings, triggering, measurements, waveform capture and screenshots over SCPI."
2026-09-26T16:27:29Z,dbt-polars-catalog-s3,0.2.0,Jonas Crevecoeur <jonas.crevecoeur@dataminded.com>,Apache-2.0,11754,AWS S3 catalog for dbt-polars
2026-09-26T16:27:33Z,labmcp-astm-lis,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,58937,"MCP server that receives results from clinical/lab analyzers over ASTM E1381/E1394 (CLSI LIS1/LIS2): serial, TCP client or TCP listener."
2026-09-26T16:27:54Z,dbt-polars-catalog-local,0.2.0,Jonas Crevecoeur <jonas.crevecoeur@dataminded.com>,Apache-2.0,9832,Local filesystem catalog for dbt-polars
2026-09-26T16:27:56Z,senbonzakura-check,0.4.0,Daniel Iwugo <ops@themalwarefiles.com>,AGPL-3.0-or-later,163779,Read an evaluation result file and report how the number could be wrong.
2026-09-26T16:28:54Z,labmcp-ble-health,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,65704,"MCP server for Bluetooth LE health sensors (standard GATT profiles): heart rate + HRV, SpO2, blood pressure, temperature, weight."
2026-09-26T16:30:55Z,labmcp-brainflow,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,58645,"MCP server for EEG/EMG/ECG/PPG biosensing boards via BrainFlow (OpenBCI, Muse, Neurosity, g.tec Unicorn, BrainBit, ...): stream, record, band powers, markers, signal quality."
2026-09-26T16:31:44Z,cartomize,0.8.1a1,ONDON NKOUA Cédrick Belmich,GPL-3.0-only,669969,"Cartographic layouts, raster analysis and automated geospatial workflows"
2026-09-26T16:32:01Z,labmcp-keithley-smu,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,52157,"MCP server for Keithley SourceMeter SMUs (2400 series SCPI, 2450 family SCPI, 2600B TSP): source V or I with compliance, measure, bounded IV sweeps that always end with the output off."
2026-09-26T16:34:01Z,okapi-ctl,0.0.2,Okapi contributors,Apache-2.0,82710,The Okapi installation and demo command-line controller
2026-09-26T16:34:15Z,labmcp-lakeshore,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,39433,"MCP server for Lake Shore Cryotronics 335/336/350 temperature controllers: read sensors, setpoints, ramps, heater ranges, PID, wait for stability, all heaters off."
2026-09-26T16:34:23Z,repodb,0.1.0,Shakeeb Alireza,MIT,25976,"Keep a SQLite database of git project clone URLs, and clone from it"
2026-09-26T16:35:02Z,skillmeld,0.4.0,Hossein Zargar,Apache-2.0,253795,"Discover existing community skills and merge the best into one tailored, security-scanned skill set."
2026-09-26T16:35:20Z,labmcp-pfeiffer-tpg,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,35125,"MCP server for Pfeiffer Vacuum TPG 361/362/366 and TPG 261/262 gauge controllers: read and log pressures, gauge types, units, ionisation-gauge power."
2026-09-26T16:36:10Z,mmas,2.5.6,,,28575,
2026-09-26T16:36:18Z,labmcp-srs-lockin,0.1.0,K-Dense and LabMCP contributors,Apache-2.0,47565,"MCP server for Stanford Research Systems lock-in amplifiers (SR810/SR830, SR860/SR865A): read X/Y/R/θ, set reference, sensitivity and time constant, frequency sweeps."
2026-09-26T16:36:45Z,daysofcover,0.0.1,Nathan Taylor,MIT,63731,"Supply chain stress test: how long can you keep shipping if a supplier, port or route goes down, and what is the cheapest fix."
