created_at,package,version,author,license,size,summary
2026-09-26T15:19:47Z,passvault-cli,0.1.2,passvault contributors,"MIT License Copyright (c) 2026 passvault contributors Permission is hereby granted, free of charge,…",25972,"A local, encrypted, offline password manager CLI."
2026-09-26T15:21:55Z,anvilbook,0.1.2,Mart Traagel,MIT,85774,Auction house price history and crafting profit for WoW Forever (Classic beta)
2026-09-26T15:22:57Z,cringe-filter,0.1.0,Sterling Baird,MIT,296511,"Strip AI tells from prose: a linter, scorer and prompt builder measured on 1.9M words of human vs. Claude writing"
2026-09-26T15:27:35Z,c2ai,1.2.13,Italo Dariff <itsdariff@gmail.com>,,13388,CLI tool to convert code into a formatted AI prompt with built-in DLP
2026-09-26T15:37:54Z,code-oracle,0.1.0,Wahyu Febri Tamtomo <wahyuzero@users.noreply.github.com>,Apache-2.0,3828878,Sub-50ms Neuro-Symbolic Verification Oracle for AI Coding Agents
2026-09-26T15:38:59Z,tokenjar,1.0.1,Ömer Faruk Eskitürk <omereskiturk2@gmail.com>,BSL-1.1,176168,MCP server that saves 70-95% tokens for AI coding assistants without losing functionality
2026-09-26T15:39:24Z,svpc-ai,1.0.0,,MIT,18830,A client for the SVPC AI HTTP API.
2026-09-26T15:44:55Z,soigia-agent,0.1.2,Soi Gia <sojgja@gmail.com>,BSD-3-Clause,114367,"Soi Gia agent package — scaffolding + publish workflow, published to PyPI"
2026-09-26T15:45:05Z,readystack-model-card-lint-gpai,1.0.5,ReadyStack <support@getreadystack.com>,Proprietary - see LICENSE.txt,38923,"Lints a Hugging Face model card against the Hub metadata spec and the EU AI Act general-purpose AI documentation duties, line by line. (bundled Node.js runtime)"
2026-09-26T15:45:24Z,readystack-view-in-browser-leak-audit,1.0.2,ReadyStack <support@getreadystack.com>,Proprietary - see LICENSE.txt,35962,"24 rules read the .html file you are about to open in the browser and flag every line that behaves differently once the page has a public URL: live API keys, localhost and file:// paths, http:// reso…"
2026-09-26T15:45:41Z,readystack-ai-model-license-lint,1.0.5,ReadyStack <support@getreadystack.com>,Proprietary - see LICENSE.txt,37225,"Reads the open-weight model IDs in your code and names the licence clause that binds you - 22 rules, 17 findings on a 33-line fixture (bundled Node.js runtime)"
2026-09-26T15:45:58Z,readystack-bulk-sender-lint,1.0.5,ReadyStack <support@getreadystack.com>,Proprietary - see LICENSE.txt,36542,"21 dated checks over SPF, DKIM, DMARC, RFC 8058 one-click unsubscribe and TLS, in VS Code and in the browser (bundled Node.js runtime)"
2026-09-26T15:47:39Z,hypothex,0.0.1,Shreyas Vinaya Sathyanarayana <shreyas.college@gmail.com>,Apache-2.0,2011,Experiment tracker and control panel for AI researchers and their agents. (Name reserved; first release coming soon.)
2026-09-26T15:48:12Z,latent-anything,1.0.0,latent-anything contributors,MIT,1521492,"Latent Understanding, Manipulation & Execution Network — a Python framework that treats latent space as a first-class object"
2026-09-26T15:53:49Z,terrestream-local,0.1.0,Aerodyne Inc.,Apache-2.0,70849,Local authenticated Terrestream device client
2026-09-26T15:56:18Z,kiss-agent-sdk,0.0.19,kiss contributors,MIT,64595601,Embed the kiss coding agent in a Python program
2026-09-26T15:56:25Z,downshift,0.1.0.dev0,Anagha,MIT,7386840,"Cut LLM costs per PR: find every LLM call, prove which can use cheaper models, and show the cost impact of every change."
2026-09-26T15:56:34Z,memory-boost,0.1.0,Arnau González,MIT,510200,"Memory that reviews itself: a markdown wiki for coding agents over MCP, plus drift reports on the wiki and digests of your own sessions."
2026-09-26T15:56:51Z,nashbench,0.1.0,Eason Yu,Apache-2.0,56268,JAX two-player zero-sum imperfect-information games for benchmarking Nash equilibrium solvers.
2026-09-26T15:57:08Z,brivio,0.1.0,Brivio <dev@brivio.ro>,MIT,459435,"Official Brivio SDK — invoicing, e-Factura, contacts and more for the Romanian market"
